ano,mes,data,regiao,uf,municipio,populacao,chuva_mm,temperatura_media,casos_dengue,internacoes,obitos,incidencia_100k,nivel_alerta
2019,12,2019-12-01,Nordeste,PE,Recife,3791691,163.5,28.5,1631,85,2,43.02,Médio
2019,12,2019-12-01,Nordeste,PE,Jaboatão dos Guararapes,1412342,140.5,26.0,515,27,2,36.46,Médio
2019,12,2019-12-01,Nordeste,CE,Fortaleza,3734505,75.6,29.4,1139,65,2,30.5,Médio
2019,12,2019-12-01,Nordeste,CE,Juazeiro do Norte,4402715,111.9,25.9,1425,68,2,32.37,Médio
2019,12,2019-12-01,Nordeste,MA,São Luís,3110930,145.0,30.1,1273,71,0,40.92,Médio
2019,12,2019-12-01,Nordeste,PB,João Pessoa,2916011,106.6,28.7,1019,62,1,34.94,Médio
2019,12,2019-12-01,Centro-Oeste,DF,Brasília,2885181,209.1,26.1,1300,62,1,45.06,Médio
2019,12,2019-12-01,Centro-Oeste,GO,Goiânia,1144749,83.8,28.7,365,24,0,31.88,Médio
2019,12,2019-12-01,Centro-Oeste,GO,Aparecida de Goiânia,4523082,192.0,25.2,1799,87,5,39.77,Médio
2019,12,2019-12-01,Centro-Oeste,MT,Cuiabá,3979369,155.5,23.3,1322,89,3,33.22,Médio
2019,12,2019-12-01,Centro-Oeste,MS,Campo Grande,4860414,115.3,30.2,1799,89,1,37.01,Médio
2019,12,2019-12-01,Sudeste,SP,São Paulo,1287782,169.8,27.4,510,35,3,39.6,Médio
2019,12,2019-12-01,Sudeste,SP,Campinas,754591,134.9,23.3,262,17,0,34.72,Médio
2019,12,2019-12-01,Sudeste,SP,Ribeirão Preto,1086973,151.3,28.9,416,20,0,38.27,Médio
2019,12,2019-12-01,Sudeste,RJ,Rio de Janeiro,732160,84.1,30.0,250,9,1,34.15,Médio
2019,12,2019-12-01,Sudeste,RJ,Niterói,4189664,181.3,25.8,1680,82,3,40.1,Médio
2019,12,2019-12-01,Sudeste,RJ,Nova Iguaçu,3425047,117.4,24.9,1037,47,2,30.28,Médio
2019,12,2019-12-01,Sudeste,RJ,Petrópolis,189952,211.1,22.5,76,1,0,40.01,Médio
2019,12,2019-12-01,Sudeste,MG,Belo Horizonte,1625388,143.3,25.8,603,35,3,37.1,Médio
2019,12,2019-12-01,Sudeste,MG,Uberlândia,2118192,170.1,28.0,894,48,0,42.21,Médio
2019,12,2019-12-01,Sudeste,MG,Juiz de Fora,3568860,154.4,28.0,1363,73,2,38.19,Médio
2019,12,2019-12-01,Sudeste,ES,Vitória,2435739,134.9,27.6,878,41,2,36.05,Médio
2019,12,2019-12-01,Sudeste,ES,Vila Velha,1578990,163.1,26.9,582,30,1,36.86,Médio
2019,12,2019-12-01,Sudeste,ES,Serra,3004125,136.1,28.9,1119,58,1,37.25,Médio
2019,12,2019-12-01,Sul,PR,Curitiba,1901213,141.6,20.4,600,31,1,31.56,Médio
2019,12,2019-12-01,Sul,PR,Londrina,1039793,136.0,21.2,306,10,0,29.43,Médio
2019,12,2019-12-01,Sul,SC,Florianópolis,4969154,164.3,23.5,1779,87,2,35.8,Médio
2019,12,2019-12-01,Sul,SC,Joinville,3535741,193.4,20.0,1245,64,1,35.21,Médio
2019,12,2019-12-01,Sul,RS,Porto Alegre,2042461,99.5,20.4,593,29,0,29.03,Médio
2019,12,2019-12-01,Sul,RS,Caxias do Sul,4917003,73.5,24.8,1337,61,3,27.19,Médio
2020,1,2020-01-01,Norte,AM,Manaus,2608430,172.7,29.4,1128,50,3,43.24,Médio
2020,1,2020-01-01,Norte,PA,Belém,1881380,81.1,26.2,560,23,2,29.77,Médio
2020,1,2020-01-01,Norte,PA,Santarém,4680455,125.1,30.4,1756,85,2,37.52,Médio
2020,1,2020-01-01,Norte,RO,Porto Velho,1212871,154.7,28.2,459,17,1,37.84,Médio
2020,1,2020-01-01,Norte,TO,Palmas,1825313,150.7,26.1,663,35,0,36.32,Médio
2020,1,2020-01-01,Nordeste,BA,Salvador,2353875,192.6,22.3,866,29,1,36.79,Médio
2020,1,2020-01-01,Nordeste,BA,Feira de Santana,3227712,163.7,28.7,1342,73,2,41.58,Médio
2020,1,2020-01-01,Nordeste,PE,Recife,2536586,172.3,27.6,974,52,1,38.4,Médio
2020,1,2020-01-01,Nordeste,PE,Jaboatão dos Guararapes,4015849,139.3,24.2,1323,72,3,32.94,Médio
2020,1,2020-01-01,Nordeste,CE,Fortaleza,4860706,169.5,27.5,1922,89,6,39.54,Médio
2020,1,2020-01-01,Nordeste,CE,Juazeiro do Norte,4054678,163.8,24.4,1436,81,3,35.42,Médio
2020,1,2020-01-01,Nordeste,MA,São Luís,3281611,174.2,24.7,1206,58,1,36.75,Médio
2020,1,2020-01-01,Nordeste,PB,João Pessoa,800528,145.6,25.4,321,20,0,40.1,Médio
2020,1,2020-01-01,Centro-Oeste,DF,Brasília,4531512,130.9,28.3,1642,75,2,36.24,Médio
2020,1,2020-01-01,Centro-Oeste,GO,Goiânia,3717940,181.0,24.8,1386,66,4,37.28,Médio
2020,1,2020-01-01,Centro-Oeste,GO,Aparecida de Goiânia,1153775,115.8,25.0,356,16,0,30.86,Médio
2020,1,2020-01-01,Centro-Oeste,MT,Cuiabá,1325379,187.0,27.4,518,24,3,39.08,Médio
2020,1,2020-01-01,Centro-Oeste,MS,Campo Grande,3714971,170.9,29.4,1481,68,2,39.87,Médio
2020,1,2020-01-01,Sudeste,SP,São Paulo,3933794,200.7,25.2,1595,84,2,40.55,Médio
2020,1,2020-01-01,Sudeste,SP,Campinas,4740864,109.0,29.8,1729,72,6,36.47,Médio
2020,1,2020-01-01,Sudeste,SP,Ribeirão Preto,2919073,148.2,30.9,1163,51,5,39.84,Médio
2020,1,2020-01-01,Sudeste,RJ,Rio de Janeiro,1029133,169.0,30.9,432,20,0,41.98,Médio
2020,1,2020-01-01,Sudeste,RJ,Niterói,1652861,112.0,27.0,548,32,1,33.15,Médio
2020,1,2020-01-01,Sudeste,RJ,Nova Iguaçu,841268,153.4,24.2,265,18,0,31.5,Médio
2020,1,2020-01-01,Sudeste,RJ,Petrópolis,1812143,117.2,28.6,653,37,2,36.03,Médio
2020,1,2020-01-01,Sudeste,MG,Belo Horizonte,1241397,144.0,28.3,493,24,3,39.71,Médio
2020,1,2020-01-01,Sudeste,MG,Uberlândia,382082,140.7,28.8,159,10,0,41.61,Médio
2020,1,2020-01-01,Sudeste,MG,Juiz de Fora,1347640,193.7,28.0,559,31,0,41.48,Médio
2020,1,2020-01-01,Sudeste,ES,Vitória,4285318,197.8,25.0,1755,94,2,40.95,Médio
2020,1,2020-01-01,Sudeste,ES,Vila Velha,3841908,178.8,26.1,1479,65,2,38.5,Médio
2020,1,2020-01-01,Sudeste,ES,Serra,3575644,141.6,29.3,1362,67,1,38.09,Médio
2020,1,2020-01-01,Sul,PR,Curitiba,2269885,88.2,19.8,550,25,1,24.23,Médio
2020,1,2020-01-01,Sul,PR,Londrina,1901693,100.1,19.9,472,13,1,24.82,Médio
2020,1,2020-01-01,Sul,SC,Florianópolis,3307846,136.1,20.5,975,42,2,29.48,Médio
2020,1,2020-01-01,Sul,SC,Joinville,580638,92.5,25.4,159,15,0,27.38,Médio
2020,1,2020-01-01,Sul,RS,Porto Alegre,3843266,134.4,20.1,1132,73,1,29.45,Médio
2020,1,2020-01-01,Sul,RS,Caxias do Sul,1879321,125.5,20.9,527,30,0,28.04,Médio
2020,2,2020-02-01,Norte,AM,Manaus,1369101,191.6,28.0,568,27,0,41.49,Médio
2020,2,2020-02-01,Norte,PA,Belém,3295235,89.4,27.9,1001,48,0,30.38,Médio
2020,2,2020-02-01,Norte,PA,Santarém,4000039,152.3,26.7,1417,90,2,35.42,Médio
2020,2,2020-02-01,Norte,RO,Porto Velho,2760890,171.5,27.7,1088,56,0,39.41,Médio
2020,2,2020-02-01,Norte,TO,Palmas,4694869,131.2,27.4,1690,109,3,36.0,Médio
2020,2,2020-02-01,Nordeste,BA,Salvador,1537428,150.9,28.9,592,34,2,38.51,Médio
2020,2,2020-02-01,Nordeste,BA,Feira de Santana,3140632,169.2,25.3,1170,59,2,37.25,Médio
2020,2,2020-02-01,Nordeste,PE,Recife,1360101,200.2,25.2,590,30,0,43.38,Médio
2020,2,2020-02-01,Nordeste,PE,Jaboatão dos Guararapes,3483342,161.5,29.8,1455,65,4,41.77,Médio
2020,2,2020-02-01,Nordeste,CE,Fortaleza,240168,138.7,29.7,100,8,0,41.64,Médio
2020,2,2020-02-01,Nordeste,CE,Juazeiro do Norte,3432964,196.9,28.8,1484,61,5,43.23,Médio
2020,2,2020-02-01,Nordeste,MA,São Luís,4760468,136.5,30.4,1860,91,1,39.07,Médio
2020,2,2020-02-01,Nordeste,PB,João Pessoa,2215948,112.1,29.7,801,34,1,36.15,Médio
2020,2,2020-02-01,Centro-Oeste,DF,Brasília,4052301,153.3,29.9,1706,85,3,42.1,Médio
2020,2,2020-02-01,Centro-Oeste,GO,Goiânia,2598194,131.6,27.6,941,60,0,36.22,Médio
2020,2,2020-02-01,Centro-Oeste,GO,Aparecida de Goiânia,3400257,197.6,24.0,1366,78,0,40.17,Médio
2020,2,2020-02-01,Centro-Oeste,MT,Cuiabá,3970442,166.3,32.6,1770,84,1,44.58,Médio
2020,2,2020-02-01,Centro-Oeste,MS,Campo Grande,4675572,136.2,28.5,1681,89,4,35.95,Médio
2020,2,2020-02-01,Sudeste,SP,São Paulo,2416254,133.3,23.6,748,51,2,30.96,Médio
2020,2,2020-02-01,Sudeste,SP,Campinas,2788948,87.8,26.8,912,51,0,32.7,Médio
2020,2,2020-02-01,Sudeste,SP,Ribeirão Preto,4831667,172.2,29.0,1971,101,0,40.79,Médio
2020,2,2020-02-01,Sudeste,RJ,Rio de Janeiro,1390198,159.5,25.9,534,28,0,38.41,Médio
2020,2,2020-02-01,Sudeste,RJ,Niterói,3728151,89.7,28.6,1206,56,3,32.35,Médio
2020,2,2020-02-01,Sudeste,RJ,Nova Iguaçu,2702550,152.5,26.7,1035,44,2,38.3,Médio
2020,2,2020-02-01,Sudeste,RJ,Petrópolis,1355699,169.5,26.6,536,22,1,39.54,Médio
2020,2,2020-02-01,Sudeste,MG,Belo Horizonte,4789790,120.5,30.3,1702,94,2,35.53,Médio
2020,2,2020-02-01,Sudeste,MG,Uberlândia,1347423,171.4,25.9,504,24,1,37.4,Médio
2020,2,2020-02-01,Sudeste,MG,Juiz de Fora,219454,96.4,27.6,74,3,1,33.72,Médio
2020,2,2020-02-01,Sudeste,ES,Vitória,3378237,209.5,27.5,1524,77,3,45.11,Médio
2020,2,2020-02-01,Sudeste,ES,Vila Velha,4196862,129.6,26.5,1418,69,3,33.79,Médio
2020,2,2020-02-01,Sudeste,ES,Serra,1888350,131.5,29.7,695,38,1,36.8,Médio
2020,2,2020-02-01,Sul,PR,Curitiba,2626740,148.5,21.3,805,45,3,30.65,Médio
2020,2,2020-02-01,Sul,PR,Londrina,3334030,152.9,22.5,1116,63,6,33.47,Médio
2020,2,2020-02-01,Sul,SC,Florianópolis,3166305,173.2,23.1,1100,53,2,34.74,Médio
2020,2,2020-02-01,Sul,SC,Joinville,1812495,122.3,21.7,516,27,1,28.47,Médio
2020,2,2020-02-01,Sul,RS,Porto Alegre,1776383,132.7,21.9,506,16,1,28.48,Médio
2020,2,2020-02-01,Sul,RS,Caxias do Sul,4274954,73.1,19.5,923,46,1,21.59,Médio
2020,3,2020-03-01,Norte,AM,Manaus,2890050,84.4,29.9,1007,51,3,34.84,Médio
2020,3,2020-03-01,Norte,PA,Belém,3040203,200.3,21.9,1156,53,0,38.02,Médio
2020,3,2020-03-01,Norte,PA,Santarém,4558632,115.1,27.5,1522,82,1,33.39,Médio
2020,3,2020-03-01,Norte,RO,Porto Velho,4605695,180.7,23.0,1694,95,2,36.78,Médio
2020,3,2020-03-01,Norte,TO,Palmas,1240680,125.1,27.3,459,24,1,37.0,Médio
2020,3,2020-03-01,Nordeste,BA,Salvador,155986,129.8,26.1,60,2,0,38.46,Médio
2020,3,2020-03-01,Nordeste,BA,Feira de Santana,2247784,133.4,24.4,722,44,2,32.12,Médio
2020,3,2020-03-01,Nordeste,PE,Recife,634018,91.9,22.5,162,10,0,25.55,Médio
2020,3,2020-03-01,Nordeste,PE,Jaboatão dos Guararapes,1483406,134.8,27.7,574,32,0,38.69,Médio
2020,3,2020-03-01,Nordeste,CE,Fortaleza,4428120,153.7,23.4,1528,72,2,34.51,Médio
2020,3,2020-03-01,Nordeste,CE,Juazeiro do Norte,3256700,105.0,24.3,993,60,1,30.49,Médio
2020,3,2020-03-01,Nordeste,MA,São Luís,2402391,145.6,24.3,854,52,2,35.55,Médio
2020,3,2020-03-01,Nordeste,PB,João Pessoa,1128432,102.7,26.7,386,18,0,34.21,Médio
2020,3,2020-03-01,Centro-Oeste,DF,Brasília,4302725,169.6,28.4,1788,81,3,41.56,Médio
2020,3,2020-03-01,Centro-Oeste,GO,Goiânia,4743110,120.8,27.0,1557,78,3,32.83,Médio
2020,3,2020-03-01,Centro-Oeste,GO,Aparecida de Goiânia,2376009,115.7,28.3,797,44,1,33.54,Médio
2020,3,2020-03-01,Centro-Oeste,MT,Cuiabá,3193512,117.7,27.5,1189,66,2,37.23,Médio
2020,3,2020-03-01,Centro-Oeste,MS,Campo Grande,4349962,139.3,24.2,1445,55,3,33.22,Médio
2020,3,2020-03-01,Sudeste,SP,São Paulo,3040283,133.0,24.4,996,46,0,32.76,Médio
2020,3,2020-03-01,Sudeste,SP,Campinas,343208,102.4,29.9,136,9,0,39.63,Médio
2020,3,2020-03-01,Sudeste,SP,Ribeirão Preto,2376710,161.1,28.2,948,51,2,39.89,Médio
2020,3,2020-03-01,Sudeste,RJ,Rio de Janeiro,1904084,124.1,27.2,667,30,1,35.03,Médio
2020,3,2020-03-01,Sudeste,RJ,Niterói,2866459,144.5,28.4,1082,59,3,37.75,Médio
2020,3,2020-03-01,Sudeste,RJ,Nova Iguaçu,381757,129.4,28.8,133,5,0,34.84,Médio
2020,3,2020-03-01,Sudeste,RJ,Petrópolis,4105856,126.0,27.1,1420,58,4,34.58,Médio
2020,3,2020-03-01,Sudeste,MG,Belo Horizonte,4514958,114.4,28.1,1558,82,4,34.51,Médio
2020,3,2020-03-01,Sudeste,MG,Uberlândia,2121365,205.8,27.1,918,47,1,43.27,Médio
2020,3,2020-03-01,Sudeste,MG,Juiz de Fora,4416289,181.4,26.6,1804,81,3,40.85,Médio
2020,3,2020-03-01,Sudeste,ES,Vitória,3667158,154.5,25.3,1305,72,1,35.59,Médio
2020,3,2020-03-01,Sudeste,ES,Vila Velha,1369510,169.9,28.4,559,26,0,40.82,Médio
2020,3,2020-03-01,Sudeste,ES,Serra,1012271,78.2,26.7,304,15,0,30.03,Médio
2020,3,2020-03-01,Sul,PR,Curitiba,3485051,150.8,19.9,1060,53,3,30.42,Médio
2020,3,2020-03-01,Sul,PR,Londrina,3871058,113.9,21.4,1114,62,0,28.78,Médio
2020,3,2020-03-01,Sul,SC,Florianópolis,4561723,136.6,21.6,1413,71,1,30.98,Médio
2020,3,2020-03-01,Sul,SC,Joinville,922766,140.8,20.8,291,14,0,31.54,Médio
2020,3,2020-03-01,Sul,RS,Porto Alegre,3941029,152.8,19.9,1208,48,1,30.65,Médio
2020,3,2020-03-01,Sul,RS,Caxias do Sul,1457483,73.4,23.1,363,16,1,24.91,Médio
2020,4,2020-04-01,Norte,AM,Manaus,916333,182.0,27.3,376,22,0,41.03,Médio
2020,4,2020-04-01,Norte,PA,Belém,3041460,169.6,27.6,1176,60,2,38.67,Médio
2020,4,2020-04-01,Norte,PA,Santarém,1411792,192.9,25.3,627,38,1,44.41,Médio
2020,4,2020-04-01,Norte,RO,Porto Velho,3875691,123.1,25.6,1261,70,1,32.54,Médio
2020,4,2020-04-01,Norte,TO,Palmas,3103731,148.2,27.9,1178,59,3,37.95,Médio
2020,4,2020-04-01,Nordeste,BA,Salvador,4239733,66.4,26.9,1212,47,2,28.59,Médio
2020,4,2020-04-01,Nordeste,BA,Feira de Santana,438956,166.2,27.1,177,3,1,40.32,Médio
2020,4,2020-04-01,Nordeste,PE,Recife,1307705,124.2,26.8,442,31,1,33.8,Médio
2020,4,2020-04-01,Nordeste,PE,Jaboatão dos Guararapes,531388,120.7,28.2,196,9,1,36.88,Médio
2020,4,2020-04-01,Nordeste,CE,Fortaleza,3551741,181.2,28.2,1457,69,2,41.02,Médio
2020,4,2020-04-01,Nordeste,CE,Juazeiro do Norte,4511196,93.3,24.7,1238,75,3,27.44,Médio
2020,4,2020-04-01,Nordeste,MA,São Luís,1167987,135.4,28.0,431,29,0,36.9,Médio
2020,4,2020-04-01,Nordeste,PB,João Pessoa,931168,102.9,26.1,297,14,0,31.9,Médio
2020,4,2020-04-01,Centro-Oeste,DF,Brasília,1228608,155.5,25.8,444,20,1,36.14,Médio
2020,4,2020-04-01,Centro-Oeste,GO,Goiânia,4836815,179.1,27.5,1980,93,0,40.94,Médio
2020,4,2020-04-01,Centro-Oeste,GO,Aparecida de Goiânia,4264499,147.2,26.6,1594,82,2,37.38,Médio
2020,4,2020-04-01,Centro-Oeste,MT,Cuiabá,480927,101.3,28.5,167,5,0,34.72,Médio
2020,4,2020-04-01,Centro-Oeste,MS,Campo Grande,2931101,98.5,23.2,824,35,2,28.11,Médio
2020,4,2020-04-01,Sudeste,SP,São Paulo,1617823,193.3,27.4,642,27,1,39.68,Médio
2020,4,2020-04-01,Sudeste,SP,Campinas,4348344,170.8,25.8,1646,82,1,37.85,Médio
2020,4,2020-04-01,Sudeste,SP,Ribeirão Preto,2300115,131.8,25.9,743,39,3,32.3,Médio
2020,4,2020-04-01,Sudeste,RJ,Rio de Janeiro,3133394,107.2,24.3,982,49,2,31.34,Médio
2020,4,2020-04-01,Sudeste,RJ,Niterói,1055947,185.0,27.1,424,18,1,40.15,Médio
2020,4,2020-04-01,Sudeste,RJ,Nova Iguaçu,2709343,120.2,26.7,944,58,3,34.84,Médio
2020,4,2020-04-01,Sudeste,RJ,Petrópolis,1212606,129.0,26.5,415,18,0,34.22,Médio
2020,4,2020-04-01,Sudeste,MG,Belo Horizonte,4073826,83.4,25.7,1224,65,1,30.05,Médio
2020,4,2020-04-01,Sudeste,MG,Uberlândia,1818764,173.3,25.6,671,36,0,36.89,Médio
2020,4,2020-04-01,Sudeste,MG,Juiz de Fora,3082694,141.0,27.3,1081,61,3,35.07,Médio
2020,4,2020-04-01,Sudeste,ES,Vitória,388158,134.9,26.9,160,9,0,41.22,Médio
2020,4,2020-04-01,Sudeste,ES,Vila Velha,4076993,133.9,26.6,1405,63,1,34.46,Médio
2020,4,2020-04-01,Sudeste,ES,Serra,2905219,145.4,28.0,1094,52,0,37.66,Médio
2020,4,2020-04-01,Sul,PR,Curitiba,2926831,121.2,21.6,864,44,2,29.52,Médio
2020,4,2020-04-01,Sul,PR,Londrina,788708,109.2,20.2,189,11,1,23.96,Médio
2020,4,2020-04-01,Sul,SC,Florianópolis,314358,113.3,19.5,89,5,0,28.31,Médio
2020,4,2020-04-01,Sul,SC,Joinville,3309489,193.3,19.9,1086,59,1,32.81,Médio
2020,4,2020-04-01,Sul,RS,Porto Alegre,3220722,193.3,21.2,1176,47,1,36.51,Médio
2020,4,2020-04-01,Sul,RS,Caxias do Sul,4032062,118.1,19.3,1085,49,3,26.91,Médio
2020,5,2020-05-01,Norte,AM,Manaus,1582882,81.3,24.1,431,18,0,27.23,Médio
2020,5,2020-05-01,Norte,PA,Belém,1531367,71.5,27.5,482,22,1,31.48,Médio
2020,5,2020-05-01,Norte,PA,Santarém,752228,74.3,26.4,205,9,1,27.25,Médio
2020,5,2020-05-01,Norte,RO,Porto Velho,577945,54.5,27.8,167,9,0,28.9,Médio
2020,5,2020-05-01,Norte,TO,Palmas,357850,84.2,27.3,102,3,0,28.5,Médio
2020,5,2020-05-01,Nordeste,BA,Salvador,1318676,61.4,25.2,358,18,1,27.15,Médio
2020,5,2020-05-01,Nordeste,BA,Feira de Santana,4616718,104.0,24.7,1342,58,3,29.07,Médio
2020,5,2020-05-01,Nordeste,PE,Recife,4952619,38.1,27.4,1227,65,0,24.77,Médio
2020,5,2020-05-01,Nordeste,PE,Jaboatão dos Guararapes,3495483,101.4,28.0,1167,48,4,33.39,Médio
2020,5,2020-05-01,Nordeste,CE,Fortaleza,2300682,108.3,26.3,771,29,2,33.51,Médio
2020,5,2020-05-01,Nordeste,CE,Juazeiro do Norte,3496807,38.4,24.8,835,33,1,23.88,Médio
2020,5,2020-05-01,Nordeste,MA,São Luís,411112,135.3,27.0,157,13,0,38.19,Médio
2020,5,2020-05-01,Nordeste,PB,João Pessoa,3611784,65.6,29.6,1157,60,2,32.03,Médio
2020,5,2020-05-01,Centro-Oeste,DF,Brasília,2120701,20.7,27.2,487,26,0,22.96,Médio
2020,5,2020-05-01,Centro-Oeste,GO,Goiânia,4467014,62.5,25.2,1177,57,2,26.35,Médio
2020,5,2020-05-01,Centro-Oeste,GO,Aparecida de Goiânia,2659659,50.8,22.7,611,26,0,22.97,Médio
2020,5,2020-05-01,Centro-Oeste,MT,Cuiabá,4534859,73.8,26.9,1239,61,4,27.32,Médio
2020,5,2020-05-01,Centro-Oeste,MS,Campo Grande,1992312,94.3,30.0,675,24,1,33.88,Médio
2020,5,2020-05-01,Sudeste,SP,São Paulo,3978578,121.9,25.6,1252,74,2,31.47,Médio
2020,5,2020-05-01,Sudeste,SP,Campinas,3296340,111.9,26.5,1069,55,3,32.43,Médio
2020,5,2020-05-01,Sudeste,SP,Ribeirão Preto,3402542,124.3,27.3,1172,56,3,34.44,Médio
2020,5,2020-05-01,Sudeste,RJ,Rio de Janeiro,3967497,77.7,31.0,1373,83,2,34.61,Médio
2020,5,2020-05-01,Sudeste,RJ,Niterói,921657,128.0,23.7,258,11,1,27.99,Médio
2020,5,2020-05-01,Sudeste,RJ,Nova Iguaçu,4939789,0.0,27.8,1151,45,0,23.3,Médio
2020,5,2020-05-01,Sudeste,RJ,Petrópolis,4190856,46.4,25.5,990,45,1,23.62,Médio
2020,5,2020-05-01,Sudeste,MG,Belo Horizonte,751669,65.3,27.4,235,9,2,31.26,Médio
2020,5,2020-05-01,Sudeste,MG,Uberlândia,746852,107.9,25.2,239,17,0,32.0,Médio
2020,5,2020-05-01,Sudeste,MG,Juiz de Fora,4698069,73.0,27.4,1422,82,4,30.27,Médio
2020,5,2020-05-01,Sudeste,ES,Vitória,2602467,76.8,26.3,755,38,2,29.01,Médio
2020,5,2020-05-01,Sudeste,ES,Vila Velha,4194422,108.3,24.6,1282,69,0,30.56,Médio
2020,5,2020-05-01,Sudeste,ES,Serra,2547618,57.0,29.5,764,40,1,29.99,Médio
2020,5,2020-05-01,Sul,PR,Curitiba,3695805,103.0,17.4,861,50,1,23.3,Médio
2020,5,2020-05-01,Sul,PR,Londrina,4062526,30.6,23.8,860,46,1,21.17,Médio
2020,5,2020-05-01,Sul,SC,Florianópolis,2855195,55.4,23.8,714,32,1,25.01,Médio
2020,5,2020-05-01,Sul,SC,Joinville,3640857,55.3,20.0,719,37,4,19.75,Baixo
2020,5,2020-05-01,Sul,RS,Porto Alegre,1290214,98.4,19.0,316,11,1,24.49,Médio
2020,5,2020-05-01,Sul,RS,Caxias do Sul,4138195,55.7,20.2,843,36,1,20.37,Médio
2020,6,2020-06-01,Norte,AM,Manaus,4379515,107.0,27.8,1458,72,0,33.29,Médio
2020,6,2020-06-01,Norte,PA,Belém,3734729,111.5,25.4,1197,68,0,32.05,Médio
2020,6,2020-06-01,Norte,PA,Santarém,1638721,104.0,28.6,545,29,0,33.26,Médio
2020,6,2020-06-01,Norte,RO,Porto Velho,1981260,94.6,27.4,630,28,1,31.8,Médio
2020,6,2020-06-01,Norte,TO,Palmas,508085,88.3,25.7,155,8,0,30.51,Médio
2020,6,2020-06-01,Nordeste,BA,Salvador,3959614,74.4,27.4,1186,61,0,29.95,Médio
2020,6,2020-06-01,Nordeste,BA,Feira de Santana,4293452,64.9,30.9,1404,73,0,32.7,Médio
2020,6,2020-06-01,Nordeste,PE,Recife,2006582,56.6,27.5,559,35,0,27.86,Médio
2020,6,2020-06-01,Nordeste,PE,Jaboatão dos Guararapes,4229391,89.5,28.3,1354,59,2,32.01,Médio
2020,6,2020-06-01,Nordeste,CE,Fortaleza,845022,15.4,27.1,189,10,0,22.37,Médio
2020,6,2020-06-01,Nordeste,CE,Juazeiro do Norte,3364524,69.8,24.6,932,52,1,27.7,Médio
2020,6,2020-06-01,Nordeste,MA,São Luís,1690434,122.4,26.7,542,27,1,32.06,Médio
2020,6,2020-06-01,Nordeste,PB,João Pessoa,1019813,88.3,26.4,330,21,0,32.36,Médio
2020,6,2020-06-01,Centro-Oeste,DF,Brasília,2253552,74.1,25.3,652,31,0,28.93,Médio
2020,6,2020-06-01,Centro-Oeste,GO,Goiânia,3119642,47.5,27.6,857,42,3,27.47,Médio
2020,6,2020-06-01,Centro-Oeste,GO,Aparecida de Goiânia,1939466,14.7,26.2,410,19,3,21.14,Médio
2020,6,2020-06-01,Centro-Oeste,MT,Cuiabá,2489260,111.2,26.6,828,29,1,33.26,Médio
2020,6,2020-06-01,Centro-Oeste,MS,Campo Grande,3025450,63.7,27.0,848,34,1,28.03,Médio
2020,6,2020-06-01,Sudeste,SP,São Paulo,4799888,51.0,27.5,1300,56,0,27.08,Médio
2020,6,2020-06-01,Sudeste,SP,Campinas,4743123,79.7,24.6,1328,62,2,28.0,Médio
2020,6,2020-06-01,Sudeste,SP,Ribeirão Preto,176588,58.2,27.4,45,0,0,25.48,Médio
2020,6,2020-06-01,Sudeste,RJ,Rio de Janeiro,1810201,75.5,24.6,476,35,2,26.3,Médio
2020,6,2020-06-01,Sudeste,RJ,Niterói,3676175,65.4,25.8,1007,58,2,27.39,Médio
2020,6,2020-06-01,Sudeste,RJ,Nova Iguaçu,830717,77.5,25.3,255,11,0,30.7,Médio
2020,6,2020-06-01,Sudeste,RJ,Petrópolis,1909916,120.0,29.4,663,40,3,34.71,Médio
2020,6,2020-06-01,Sudeste,MG,Belo Horizonte,2583085,0.0,27.2,577,31,0,22.34,Médio
2020,6,2020-06-01,Sudeste,MG,Uberlândia,3600296,77.8,29.4,1106,64,1,30.72,Médio
2020,6,2020-06-01,Sudeste,MG,Juiz de Fora,3189662,10.5,31.4,857,36,1,26.87,Médio
2020,6,2020-06-01,Sudeste,ES,Vitória,540198,87.9,27.9,177,5,0,32.77,Médio
2020,6,2020-06-01,Sudeste,ES,Vila Velha,177956,40.9,28.2,51,5,0,28.66,Médio
2020,6,2020-06-01,Sudeste,ES,Serra,2023079,115.7,28.1,706,43,1,34.9,Médio
2020,6,2020-06-01,Sul,PR,Curitiba,1598329,37.8,20.3,292,8,0,18.27,Baixo
2020,6,2020-06-01,Sul,PR,Londrina,152191,68.1,24.0,26,2,0,17.08,Baixo
2020,6,2020-06-01,Sul,SC,Florianópolis,1403863,86.5,21.5,363,17,0,25.86,Médio
2020,6,2020-06-01,Sul,SC,Joinville,2074622,95.6,23.2,560,24,0,26.99,Médio
2020,6,2020-06-01,Sul,RS,Porto Alegre,1999405,83.8,22.4,540,25,0,27.01,Médio
2020,6,2020-06-01,Sul,RS,Caxias do Sul,996458,105.4,21.7,288,12,1,28.9,Médio
2020,7,2020-07-01,Norte,AM,Manaus,1948062,0.0,28.1,439,19,0,22.54,Médio
2020,7,2020-07-01,Norte,PA,Belém,2917598,81.4,27.4,877,48,2,30.06,Médio
2020,7,2020-07-01,Norte,PA,Santarém,4284926,98.3,24.6,1233,55,1,28.78,Médio
2020,7,2020-07-01,Norte,RO,Porto Velho,2671030,57.2,27.5,761,38,0,28.49,Médio
2020,7,2020-07-01,Norte,TO,Palmas,3785244,62.1,26.5,1106,62,2,29.22,Médio
